Time,"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
529,-0.4656588,-1.096328,-0.5,0.8761605,-0.3107133,-1.382603e-19,0.2370021
529,-0.3750325,-1.123198,-0.5,0.8943578,-0.2821002,5.680303e-21,0.1580242
529,-0.2827425,-1.14424,-0.5,0.9066064,-0.2484708,2.119124e-19,0.08074323
529,-0.1891964,-1.159347,-0.5,0.9121988,-0.2108916,7.471044e-20,0.006459631
529,-0.0948091,-1.168442,-0.5,0.9106782,-0.1705696,-2.184628e-20,-0.06366646
529,5.439416e-17,-1.171479,-0.5,0.9018617,-0.1287859,-4.260673e-20,-0.1286684
529,0.0948091,-1.168442,-0.5,0.8858451,-0.08682574,1.956064e-19,-0.1878099
529,0.1891964,-1.159347,-0.5,0.8629867,-0.04591117,5.50315e-19,-0.2406036
529,0.2827425,-1.14424,-0.5,0.8338756,-0.007144069,5.567291e-19,-0.28681
529,0.3750325,-1.123198,-0.5,0.7992868,0.02853709,1.433985e-19,-0.3264214
529,0.4656588,-1.096328,-0.5,0.7601314,0.06038359,-3.476248e-19,-0.359632
529,0.5542226,-1.063767,-0.5,0.7174049,0.08784629,2.035768e-19,-0.3867989
529,0.6403368,-1.02568,-0.5,0.6721408,0.110571,-7.049194e-20,-0.4083986
529,0.7236279,-0.9822602,-0.5,0.6253706,0.1283824,6.157897e-19,-0.4250088
529,0.8037379,-0.9337273,-0.5,0.578083,0.1412514,1.326755e-19,-0.4373341
529,0.8803264,-0.8803264,-0.5,0.5280674,0.1492893,-1.0383e-18,-0.4483421
529,-0.8137441,-0.8137441,-0.5,0.6831697,-0.3579506,1.706988e-18,0.6302018
529,-0.7444319,-0.8671059,-0.5,0.7196604,-0.3607466,4.88493e-21,0.5554184
529,-0.6714126,-0.9156688,-0.5,0.7531088,-0.3565184,-1.655504e-19,0.4767941
529,-0.595042,-0.9591668,-0.5,0.7843193,-0.3452579,-1.07012e-19,0.3954855
529,-0.5156953,-0.9973611,-0.5,0.8121533,-0.3272544,2.810893e-20,0.312571
529,-0.4337646,-1.030042,-0.5,0.8355214,-0.3030158,-5.977466e-20,0.2293467
529,-0.3496574,-1.05703,-0.5,0.8534521,-0.2732677,4.557804e-20,0.1471419
529,-0.2637936,-1.078176,-0.5,0.8651408,-0.2389271,7.566401e-20,0.06722318
529,-0.1766033,-1.093364,-0.5,0.8699893,-0.2010623,5.084189e-20,-0.009251582
529,-0.08852447,-1.102511,-0.5,0.8676354,-0.1608443,1.44395e-19,-0.081276
529,3.348608e-17,-1.105566,-0.5,0.8579682,-0.119491,9.399624e-20,-0.1480304
529,0.08852447,-1.102511,-0.5,0.8411286,-0.07821092,-1.948567e-20,-0.2089046
529,0.1766033,-1.093364,-0.5,0.8174956,-0.03814834,7.066464e-21,-0.2635058
529,0.2637936,-1.078176,-0.5,0.7876593,-0.0003369882,-2.106875e-19,-0.3116545
529,0.3496574,-1.05703,-0.5,0.7523842,0.03433638,-2.949591e-19,-0.3533679
529,0.4337646,-1.030042,-0.5,0.7125667,0.0651556,-1.863814e-19,-0.3888356
529,0.5156953,-0.9973611,-0.5,0.669192,0.09158598,-7.807102e-19,-0.4183877
529,0.595042,-0.9591668,-0.5,0.6232907,0.1132733,-3.215648e-19,-0.4424606
529,0.6714126,-0.9156688,-0.5,0.5759023,0.1300324,2.060585e-19,-0.4615811
529,0.7444319,-0.8671059,-0.5,0.5280372,0.1418238,-1.271552e-18,-0.4763652
529,0.8137441,-0.8137441,-0.5,0.4786345,0.1486936,-1.160852e-18,-0.4889385
529,-0.7564347,-0.7564347,-0.5,0.6377825,-0.3550702,3.877648e-20,0.650234
529,-0.6933853,-0.8097628,-0.5,0.6756927,-0.3565985,1.410614e-20,0.5687742
529,-0.6264693,-0.8583516,-0.5,0.7109903,-0.3508842,-1.192213e-19,0.4839301
529,-0.5560555,-0.9019169,-0.5,0.743477,-0.3381747,3.710831e-19,0.3971356
529,-0.4825337,-0.9402037,-0.5,0.7720554,-0.3188983,3.860959e-19,0.309572
529,-0.4063124,-0.9729878,-0.5,0.7957139,-0.2936706,-2.169809e-19,0.2225222
529,-0.3278163,-1.000077,-0.5,0.8135777,-0.2632843,-2.135952e-19,0.1372188
529,-0.2474837,-1.021313,-0.5,0.8249436,-0.2286821,-1.002795e-19,0.05479237
529,-0.1657641,-1.036572,-0.5,0.8293085,-0.1909206,-3.60252e-21,-0.02375556
529,-0.0831151,-1.045763,-0.5,0.8263896,-0.1511294,-3.728055e-22,-0.09757883
529,1.548987e-17,-1.048832,-0.5,0.8161343,-0.1104657,-3.993564e-21,-0.1660069
529,0.0831151,-1.045763,-0.5,0.798719,-0.07006887,-4.399406e-20,-0.2285554
529,0.1657641,-1.036572,-0.5,0.7745377,-0.03101627,-1.933009e-20,-0.2849267
529,0.2474837,-1.021313,-0.5,0.7441798,0.005714828,6.468356e-20,-0.335002
529,0.3278163,-1.000077,-0.5,0.7084011,0.03927873,3.305796e-19,-0.3788263
529,0.4063124,-0.9729878,-0.5,0.668088,0.06898339,4.307041e-19,-0.4165874
529,0.4825337,-0.9402037,-0.5,0.6242201,0.09430281,-1.099718e-19,-0.448591
529,0.5560555,-0.9019169,-0.5,0.5778314,0.1148797,-7.758428e-19,-0.4752331
529,0.6264693,-0.8583516,-0.5,0.5299745,0.1305193,-5.076845e-19,-0.496982
529,0.6933853,-0.8097628,-0.5,0.4816839,0.1411729,4.728488e-21,-0.5143601
529,0.7564347,-0.7564347,-0.5,0.4330482,0.1468811,-3.198726e-20,-0.528555
529,-0.7071068,-0.7071068,-0.5,0.5939687,-0.3490511,-1.590452e-19,0.670892
529,-0.649448,-0.760406,-0.5,0.6327892,-0.3494995,-8.166886e-19,0.5826225
529,-0.5877852,-0.809017,-0.5,0.6693007,-0.3426778,-7.280449e-19,0.4917549
529,-0.5224985,-0.8526402,-0.5,0.7025625,-0.3289374,-1.413809e-19,0.39968
529,-0.4539905,-0.8910065,-0.5,0.7315148,-0.3088067,-4.06043e-19,0.3075931
529,-0.3826834,-0.9238795,-0.5,0.7552127,-0.2829773,-3.352264e-19,0.2167301
529,-0.309017,-0.9510565,-0.5,0.7728615,-0.2522889,-8.743749e-20,0.1282325
529,-0.2334454,-0.9723699,-0.5,0.7838421,-0.2177017,-1.006156e-19,0.04311887
529,-0.1564345,-0.9876884,-0.5,0.7877307,-0.1802633,1.710905e-20,-0.03773152
529,-0.0784591,-0.9969173,-0.5,0.7843131,-0.141073,1.107544e-19,-0.1135943
529,0,-1,-0.5,0.7735898,-0.1012431,-3.825982e-20,-0.1839102
529,0.0784591,-0.9969173,-0.5,0.7557744,-0.06186088,-2.510097e-19,-0.2482883
529,0.1564345,-0.9876884,-0.5,0.7312817,-0.02395153,-1.740751e-19,-0.306502
529,0.2334454,-0.9723699,-0.5,0.7007102,0.01155466,-1.992758e-19,-0.3584799
529,0.309017,-0.9510565,-0.5,0.6648162,0.04385009,-3.363869e-19,-0.4042913
529,0.3826834,-0.9238795,-0.5,0.6244832,0.07227068,-6.400322e-20,-0.4441287
529,0.4539905,-0.8910065,-0.5,0.5806881,0.09630905,4.154792e-19,-0.4782867
529,0.5224985,-0.8526402,-0.5,0.5344651,0.1156196,-4.083949e-19,-0.5071398
529,0.5877852,-0.809017,-0.5,0.4868713,0.1300157,-7.095902e-19,-0.5311248
529,0.649448,-0.760406,-0.5,0.4389514,0.139458,-4.591409e-23,-0.5507408
529,0.7071068,-0.7071068,-0.5,0.3915381,0.1440313,1.385512e-19,-0.5665972
529,-1.273277,-1.273277,0.5,0.9033469,-0.3060308,-8.59194e-22,0.5452867
529,-1.153746,-1.326908,0.5,0.9309586,-0.3163632,1.300463e-18,0.5012589
529,-1.031788,-1.375264,0.5,0.9562262,-0.3244805,-2.282173e-18,0.4518936
529,-0.907654,-1.418222,0.5,0.9823309,-0.326693,-4.129468e-18,0.397277
529,-0.7816,-1.455676,0.5,1.008209,-0.3223067,-2.241112e-19,0.3381621
529,-0.6538891,-1.487529,0.5,1.032587,-0.3109138,1.535647e-18,0.2755292
529,-0.5247894,-1.513702,0.5,1.054081,-0.2924642,1.648552e-18,0.2107115
529,-0.3945734,-1.534128,0.5,1.071318,-0.267317,3.471049e-19,0.1452761
529,-0.2635172,-1.548755,0.5,1.083062,-0.2362469,-1.377423e-19,0.08089557
529,-0.1318992,-1.557547,0.5,1.088327,-0.2003966,-7.040627e-22,0.01921946
529,1.777878e-16,-1.56048,0.5,1.086479,-0.1611824,-1.971185e-21,-0.03825874
529,0.1318992,-1.557547,0.5,1.077278,-0.1201662,1.061471e-19,-0.09031768
529,0.2635172,-1.548755,0.5,1.060886,-0.07891722,-7.326633e-20,-0.1360876
529,0.3945734,-1.534128,0.5,1.037818,-0.03888573,-3.313574e-19,-0.1750829
529,0.5247894,-1.513702,0.5,1.008866,-0.001307581,1.45136e-19,-0.2071895
529,0.6538891,-1.487529,0.5,0.9750016,0.03285132,-6.123237e-20,-0.2326136
529,0.7816,-1.455676,0.5,0.9372886,0.06291124,2.035459e-18,-0.2518076
529,0.907654,-1.418222,0.5,0.8968007,0.08846342,6.17411e-19,-0.2653966
529,1.031788,-1.375264,0.5,0.8545568,0.109332,-1.509568e-18,-0.2741189
529,1.153746,-1.326908,0.5,0.8115106,0.1255643,2.812303e-19,-0.2785224
529,1.273277,-1.273277,0.5,0.76142,0.1379552,-1.572963e-20,-0.2835345
529,-1.151968,-1.151968,0.5,0.8631473,-0.326396,-6.010671e-19,0.5607618
529,-1.045694,-1.205528,0.5,0.8926758,-0.3354048,-7.760085e-19,0.5110685
529,-0.9366555,-1.253939,0.5,0.9193255,-0.3407906,-1.673485e-18,0.4560549
529,-0.8251299,-1.29704,0.5,0.9462223,-0.3397751,-1.258972e-18,0.3962026
529,-0.7114058,-1.334689,0.5,0.9722358,-0.3318946,-1.025788e-18,0.3322315
529,-0.5957801,-1.36676,0.5,0.9960803,-0.3169601,-6.377997e-19,0.2652271
529,-0.4785576,-1.393149,0.5,1.016423,-0.2951351,2.577279e-22,0.196602
529,-0.3600498,-1.413765,0.5,1.031994,-0.266962,-2.522815e-21,0.1279334
529,-0.2405734,-1.42854,0.5,1.041695,-0.2333449,2.476576e-22,0.06084421
529,-0.1204491,-1.437425,0.5,1.044691,-0.1954916,-7.519859e-22,-0.003111223
529,1.396947e-16,-1.44039,0.5,1.040486,-0.1548198,1.43521e-21,-0.0625596
529,0.1204491,-1.437425,0.5,1.028954,-0.1128422,5.805692e-20,-0.1164016
529,0.2405734,-1.42854,0.5,1.010328,-0.07104722,1.017307e-20,-0.1638703
529,0.3600498,-1.413765,0.5,0.9851601,-0.03079427,-5.422481e-19,-0.2045509
529,0.4785576,-1.393149,0.5,0.9542463,0.006764767,-1.253182e-20,-0.2383636
529,0.5957801,-1.36676,0.5,0.9185485,0.04073009,1.305386e-19,-0.2655175
529,0.7114058,-1.334689,0.5,0.879113,0.07046632,-1.830827e-19,-0.2864437
529,0.8251299,-1.29704,0.5,0.8370022,0.0955891,-1.588901e-18,-0.3017264
529,0.9366555,-1.253939,0.5,0.79324,0.1159325,-1.481587e-18,-0.3120828
529,1.045694,-1.205528,0.5,0.7487637,0.1314999,6.355306e-19,-0.3183333
529,1.151968,-1.151968,0.5,0.6982019,0.1428981,3.369352e-19,-0.3249617
529,-1.047554,-1.047554,0.5,0.8201288,-0.3415915,3.468023e-19,0.5764621
529,-0.9526908,-1.101053,0.5,0.8515284,-0.349052,4.62478e-19,0.5208317
529,-0.8547717,-1.149511,0.5,0.8797074,-0.351672,-7.898429e-19,0.4601118
529,-0.754099,-1.192734,0.5,0.9075148,-0.3475641,-3.232517e-20,0.394992
529,-0.6509876,-1.230551,0.5,0.933784,-0.3364749,-1.593605e-19,0.3262537
529,-0.5457639,-1.262811,0.5,0.9572475,-0.3184235,-2.699654e-19,0.2550637
529,-0.4387645,-1.289385,0.5,0.9766456,-0.2937607,-3.733205e-21,0.1828614
529,-0.3303344,-1.310164,0.5,0.9908231,-0.2631731,-5.978185e-20,0.1111879
529,-0.2208251,-1.325067,0.5,0.9988183,-0.2276523,-5.875139e-20,0.04158061
529,-0.1105935,-1.334033,0.5,0.9999378,-0.1884323,3.140479e-21,-0.02452182
529,1.069068e-16,-1.337026,0.5,0.9938073,-0.1469026,-1.676031e-20,-0.0858727
529,0.1105935,-1.334033,0.5,0.9803911,-0.1045075,-2.824235e-19,-0.1414896
529,0.2208251,-1.325067,0.5,0.9599786,-0.06264625,-5.153012e-19,-0.1906976
529,0.3303344,-1.310164,0.5,0.9331422,-0.02258678,-5.399415e-19,-0.2331406
529,0.4387645,-1.289385,0.5,0.9006763,0.01459832,-1.099632e-19,-0.2687643
529,0.5457639,-1.262811,0.5,0.8635268,0.04806821,-1.945793e-19,-0.2977746
529,0.6509876,-1.230551,0.5,0.8227217,0.07722412,3.323295e-19,-0.3205812
529,0.754099,-1.192734,0.5,0.779312,0.1016983,-6.92645e-19,-0.3377341
529,0.8547717,-1.149511,0.5,0.7343237,0.1213274,-1.052411e-18,-0.3499107
529,0.9526908,-1.101053,0.5,0.688706,0.1361022,7.784556e-19,-0.3579592
529,1.047554,-1.047554,0.5,0.6380653,0.1464201,-3.548833e-19,-0.3659952
529,-0.9576821,-0.9576821,0.5,0.7751746,-0.351713,8.984072e-19,0.593198
529,-0.87264,-1.011128,0.5,0.8083792,-0.3575501,1.652464e-18,0.5313734
529,-0.784292,-1.059626,0.5,0.8382252,-0.3575614,3.633234e-19,0.4648215
529,-0.6929606,-1.102955,0.5,0.8670684,-0.350648,-2.831247e-19,0.3943633
529,-0.5989838,-1.140918,0.5,0.8937312,-0.3367552,-1.133176e-19,0.320875
529,-0.5027135,-1.173339,0.5,0.916989,-0.3160914,-1.048621e-19,0.2455915
529,-0.4045134,-1.200072,0.5,0.9356716,-0.2891637,-4.374783e-20,0.1699453
529,-0.3047574,-1.220993,0.5,0.9487435,-0.256767,7.541958e-20,0.0954101
529,-0.2038271,-1.236005,0.5,0.9553752,-0.2199446,-2.869676e-20,0.02341376
529,-0.1021106,-1.24504,0.5,0.9549991,-0.1799272,-1.632236e-19,-0.04473866
529,7.868527e-17,-1.248057,0.5,0.9473455,-0.1380557,-1.613956e-19,-0.1079373
529,0.1021106,-1.24504,0.5,0.9324518,-0.09569589,-8.592131e-20,-0.1653216
529,0.2038271,-1.236005,0.5,0.9106477,-0.05415613,3.845923e-20,-0.2163097
529,0.3047574,-1.220993,0.5,0.8825173,-0.01461712,5.422984e-19,-0.2606037
529,0.4045134,-1.200072,0.5,0.8488466,0.02192039,7.325387e-19,-0.2981724
529,0.5027135,-1.173339,0.5,0.8105634,0.05466617,3.152993e-20,-0.3292162
529,0.5989838,-1.140918,0.5,0.7686786,0.08304995,1.0085e-18,-0.3541192
529,0.6929606,-1.102955,0.5,0.7242326,0.1067135,-6.970332e-19,-0.3733954
529,0.784292,-1.059626,0.5,0.6782529,0.125489,-3.029932e-19,-0.38767
529,0.87264,-1.011128,0.5,0.6317083,0.1393575,1.843518e-18,-0.3977266
529,0.9576821,-0.9576821,0.5,0.5812672,0.1485514,-6.136375e-19,-0.407206
529,-0.8803264,-0.8803264,0.5,0.7292274,-0.3570198,1.617216e-18,0.6111366
529,-0.8037379,-0.9337273,0.5,0.7641398,-0.361273,5.495151e-20,0.5428968
529,-0.7236279,-0.9822602,0.5,0.795756,-0.3589699,1.614461e-19,0.4703681
529,-0.6403368,-1.02568,0.5,0.8257421,-0.3496499,3.128317e-20,0.3945102
529,-0.5542226,-1.063767,0.5,0.8529313,-0.3334404,-7.23317e-20,0.3162959
529,-0.4656588,-1.096328,0.5,0.8761605,-0.3107133,-1.382603e-19,0.2370021
529,-0.3750325,-1.123198,0.5,0.8943578,-0.2821002,5.680303e-21,0.1580242
529,-0.2827425,-1.14424,0.5,0.9066064,-0.2484708,2.119124e-19,0.08074323
529,-0.1891964,-1.159347,0.5,0.9121988,-0.2108916,7.471044e-20,0.006459631
529,-0.0948091,-1.168442,0.5,0.9106782,-0.1705696,-2.184628e-20,-0.06366646
529,5.439416e-17,-1.171479,0.5,0.9018617,-0.1287859,-4.260673e-20,-0.1286684
529,0.0948091,-1.168442,0.5,0.8858451,-0.08682574,1.956064e-19,-0.1878099
529,0.1891964,-1.159347,0.5,0.8629867,-0.04591117,5.50315e-19,-0.2406036
529,0.2827425,-1.14424,0.5,0.8338756,-0.007144069,5.567291e-19,-0.28681
529,0.3750325,-1.123198,0.5,0.7992868,0.02853709,1.433985e-19,-0.3264214
529,0.4656588,-1.096328,0.5,0.7601314,0.06038359,-3.476248e-19,-0.359632
529,0.5542226,-1.063767,0.5,0.7174049,0.08784629,2.035768e-19,-0.3867989
529,0.6403368,-1.02568,0.5,0.6721408,0.110571,-7.049194e-20,-0.4083986
529,0.7236279,-0.9822602,0.5,0.6253706,0.1283824,6.157897e-19,-0.4250088
529,0.8037379,-0.9337273,0.5,0.578083,0.1412514,1.326755e-19,-0.4373341
529,0.8803264,-0.8803264,0.5,0.5280674,0.1492893,-1.0383e-18,-0.4483421
529,-0.8137441,-0.8137441,0.5,0.6831697,-0.3579506,1.706988e-18,0.6302018
529,-0.7444319,-0.8671059,0.5,0.7196604,-0.3607466,4.88493e-21,0.5554184
529,-0.6714126,-0.9156688,0.5,0.7531088,-0.3565184,-1.655504e-19,0.4767941
529,-0.595042,-0.9591668,0.5,0.7843193,-0.3452579,-1.07012e-19,0.3954855
529,-0.5156953,-0.9973611,0.5,0.8121533,-0.3272544,2.810893e-20,0.312571
529,-0.4337646,-1.030042,0.5,0.8355214,-0.3030158,-5.977466e-20,0.2293467
529,-0.3496574,-1.05703,0.5,0.8534521,-0.2732677,4.557804e-20,0.1471419
529,-0.2637936,-1.078176,0.5,0.8651408,-0.2389271,7.566401e-20,0.06722318
529,-0.1766033,-1.093364,0.5,0.8699893,-0.2010623,5.084189e-20,-0.009251582
529,-0.08852447,-1.102511,0.5,0.8676354,-0.1608443,1.44395e-19,-0.081276
529,3.348608e-17,-1.105566,0.5,0.8579682,-0.119491,9.399624e-20,-0.1480304
529,0.08852447,-1.102511,0.5,0.8411286,-0.07821092,-1.948567e-20,-0.2089046
529,0.1766033,-1.093364,0.5,0.8174956,-0.03814834,7.066464e-21,-0.2635058
529,0.2637936,-1.078176,0.5,0.7876593,-0.0003369882,-2.106875e-19,-0.3116545
529,0.3496574,-1.05703,0.5,0.7523842,0.03433638,-2.949591e-19,-0.3533679
529,0.4337646,-1.030042,0.5,0.7125667,0.0651556,-1.863814e-19,-0.3888356
529,0.5156953,-0.9973611,0.5,0.669192,0.09158598,-7.807102e-19,-0.4183877
529,0.595042,-0.9591668,0.5,0.6232907,0.1132733,-3.215648e-19,-0.4424606
529,0.6714126,-0.9156688,0.5,0.5759023,0.1300324,2.060585e-19,-0.4615811
529,0.7444319,-0.8671059,0.5,0.5280372,0.1418238,-1.271552e-18,-0.4763652
529,0.8137441,-0.8137441,0.5,0.4786345,0.1486936,-1.160852e-18,-0.4889385
529,-0.7564347,-0.7564347,0.5,0.6377825,-0.3550702,3.877648e-20,0.650234
529,-0.6933853,-0.8097628,0.5,0.6756927,-0.3565985,1.410614e-20,0.5687742
529,-0.6264693,-0.8583516,0.5,0.7109903,-0.3508842,-1.192213e-19,0.4839301
529,-0.5560555,-0.9019169,0.5,0.743477,-0.3381747,3.710831e-19,0.3971356
529,-0.4825337,-0.9402037,0.5,0.7720554,-0.3188983,3.860959e-19,0.309572
529,-0.4063124,-0.9729878,0.5,0.7957139,-0.2936706,-2.169809e-19,0.2225222
529,-0.3278163,-1.000077,0.5,0.8135777,-0.2632843,-2.135952e-19,0.1372188
529,-0.2474837,-1.021313,0.5,0.8249436,-0.2286821,-1.002795e-19,0.05479237
529,-0.1657641,-1.036572,0.5,0.8293085,-0.1909206,-3.60252e-21,-0.02375556
529,-0.0831151,-1.045763,0.5,0.8263896,-0.1511294,-3.728055e-22,-0.09757883
529,1.548987e-17,-1.048832,0.5,0.8161343,-0.1104657,-3.993564e-21,-0.1660069
529,0.0831151,-1.045763,0.5,0.798719,-0.07006887,-4.399406e-20,-0.2285554
529,0.1657641,-1.036572,0.5,0.7745377,-0.03101627,-1.933009e-20,-0.2849267
529,0.2474837,-1.021313,0.5,0.7441798,0.005714828,6.468356e-20,-0.335002
529,0.3278163,-1.000077,0.5,0.7084011,0.03927873,3.305796e-19,-0.3788263
529,0.4063124,-0.9729878,0.5,0.668088,0.06898339,4.307041e-19,-0.4165874
529,0.4825337,-0.9402037,0.5,0.6242201,0.09430281,-1.099718e-19,-0.448591
529,0.5560555,-0.9019169,0.5,0.5778314,0.1148797,-7.758428e-19,-0.4752331
529,0.6264693,-0.8583516,0.5,0.5299745,0.1305193,-5.076845e-19,-0.496982
529,0.6933853,-0.8097628,0.5,0.4816839,0.1411729,4.728488e-21,-0.5143601
529,0.7564347,-0.7564347,0.5,0.4330482,0.1468811,-3.198726e-20,-0.528555
529,-0.7071068,-0.7071068,0.5,0.5939687,-0.3490511,-1.590452e-19,0.670892
529,-0.649448,-0.760406,0.5,0.6327892,-0.3494995,-8.166886e-19,0.5826225
529,-0.5877852,-0.809017,0.5,0.6693007,-0.3426778,-7.280449e-19,0.4917549
529,-0.5224985,-0.8526402,0.5,0.7025625,-0.3289374,-1.413809e-19,0.39968
529,-0.4539905,-0.8910065,0.5,0.7315148,-0.3088067,-4.06043e-19,0.3075931
529,-0.3826834,-0.9238795,0.5,0.7552127,-0.2829773,-3.352264e-19,0.2167301
529,-0.309017,-0.9510565,0.5,0.7728615,-0.2522889,-8.743749e-20,0.1282325
529,-0.2334454,-0.9723699,0.5,0.7838421,-0.2177017,-1.006156e-19,0.04311887
529,-0.1564345,-0.9876884,0.5,0.7877307,-0.1802633,1.710905e-20,-0.03773152
529,-0.0784591,-0.9969173,0.5,0.7843131,-0.141073,1.107544e-19,-0.1135943
529,0,-1,0.5,0.7735898,-0.1012431,-3.825982e-20,-0.1839102
529,0.0784591,-0.9969173,0.5,0.7557744,-0.06186088,-2.510097e-19,-0.2482883
529,0.1564345,-0.9876884,0.5,0.7312817,-0.02395153,-1.740751e-19,-0.306502
529,0.2334454,-0.9723699,0.5,0.7007102,0.01155466,-1.992758e-19,-0.3584799
529,0.309017,-0.9510565,0.5,0.6648162,0.04385009,-3.363869e-19,-0.4042913
529,0.3826834,-0.9238795,0.5,0.6244832,0.07227068,-6.400322e-20,-0.4441287
529,0.4539905,-0.8910065,0.5,0.5806881,0.09630905,4.154792e-19,-0.4782867
529,0.5224985,-0.8526402,0.5,0.5344651,0.1156196,-4.083949e-19,-0.5071398
529,0.5877852,-0.809017,0.5,0.4868713,0.1300157,-7.095902e-19,-0.5311248
529,0.649448,-0.760406,0.5,0.4389514,0.139458,-4.591409e-23,-0.5507408
529,0.7071068,-0.7071068,0.5,0.3915381,0.1440313,1.385512e-19,-0.5665972
529,1.326908,-1.153746,-0.5,0.6951864,0.1469508,-9.093531e-19,-0.2965205
529,1.375264,-1.031788,-0.5,0.6213044,0.1511927,1.618548e-18,-0.3128947
529,1.418222,-0.907654,-0.5,0.5496274,0.1496092,3.017955e-18,-0.3270489
529,1.455676,-0.7816,-0.5,0.4822837,0.1420697,1.512936e-19,-0.3393148
529,1.487529,-0.6538891,-0.5,0.4212909,0.1287552,-1.925952e-18,-0.3498185
529,1.513702,-0.5247894,-0.5,0.3685296,0.1101253,-2.484811e-18,-0.3585135
529,1.534128,-0.3945734,-0.5,0.3256565,0.08690593,-6.1713e-19,-0.365341
529,1.548755,-0.2635172,-0.5,0.294027,0.06004678,2.038083e-19,-0.3702539
529,1.557547,-0.1318992,-0.5,0.2746413,0.03066739,-7.747462e-21,-0.3732167
529,1.56048,1.777878e-16,-0.5,0.2681109,1.958523e-10,1.09809e-19,-0.3742069
529,1.557547,0.1318992,-0.5,0.2746413,-0.03066739,2.918345e-19,-0.3732167
529,1.548755,0.2635172,-0.5,0.294027,-0.06004678,-1.635701e-19,-0.3702539
529,1.534128,0.3945734,-0.5,0.3256565,-0.08690593,-6.79146e-19,-0.365341
529,1.513702,0.5247894,-0.5,0.3685296,-0.1101253,2.735711e-19,-0.3585135
529,1.487529,0.6538891,-0.5,0.4212909,-0.1287552,1.422039e-20,-0.3498185
529,1.455676,0.7816,-0.5,0.4822837,-0.1420697,2.56126e-18,-0.3393148
529,1.418222,0.907654,-0.5,0.5496274,-0.1496092,8.543489e-19,-0.3270489
529,1.375264,1.031788,-0.5,0.6213044,-0.1511927,-1.89455e-18,-0.3128947
529,1.326908,1.153746,-0.5,0.6951864,-0.1469507,3.165703e-19,-0.2965205
529,1.273277,1.273277,-0.5,0.76142,-0.1379551,-1.484875e-20,-0.2835345
529,1.205528,-1.045694,-0.5,0.6341289,0.150378,5.500077e-19,-0.3381148
529,1.253939,-0.9366555,-0.5,0.5641174,0.1528698,1.212976e-18,-0.3540024
529,1.29704,-0.8251299,-0.5,0.4968978,0.1496783,9.394914e-19,-0.3678209
529,1.334689,-0.7114058,-0.5,0.4343021,0.140852,1.036501e-18,-0.3797781
529,1.36676,-0.5957801,-0.5,0.3780594,0.1266733,7.352379e-19,-0.389903
529,1.393149,-0.4785576,-0.5,0.3297409,0.1076613,-9.924698e-23,-0.3981712
529,1.413765,-0.3600498,-0.5,0.2906988,0.0845423,-1.410485e-21,-0.4045801
529,1.42854,-0.2405734,-0.5,0.2620192,0.05820688,-2.168752e-19,-0.4091418
529,1.437425,-0.1204491,-0.5,0.2444923,0.02966436,3.717447e-21,-0.4118712
529,1.44039,1.396947e-16,-0.5,0.2385967,1.809048e-10,2.112387e-19,-0.4127796
529,1.437425,0.1204491,-0.5,0.2444923,-0.02966436,1.521383e-19,-0.4118712
529,1.42854,0.2405734,-0.5,0.2620192,-0.05820688,2.557188e-20,-0.4091418
529,1.413765,0.3600498,-0.5,0.2906988,-0.0845423,-9.538869e-19,-0.4045801
529,1.393149,0.4785576,-0.5,0.3297409,-0.1076613,-2.035448e-20,-0.3981712
529,1.36676,0.5957801,-0.5,0.3780594,-0.1266733,3.415082e-19,-0.389903
529,1.334689,0.7114058,-0.5,0.4343021,-0.140852,-2.685035e-19,-0.3797781
529,1.29704,0.8251299,-0.5,0.4968978,-0.1496783,-1.883797e-18,-0.3678209
529,1.253939,0.9366555,-0.5,0.5641174,-0.1528698,-1.758082e-18,-0.3540024
529,1.205528,1.045694,-0.5,0.6341289,-0.150378,7.021502e-19,-0.3381148
529,1.151968,1.151968,-0.5,0.6982019,-0.1428981,3.647972e-19,-0.3249617
529,1.101053,-0.9526908,-0.5,0.5765288,0.1523803,-3.871646e-19,-0.3793695
529,1.149511,-0.8547717,-0.5,0.510661,0.1532497,5.106572e-19,-0.3948574
529,1.192734,-0.754099,-0.5,0.4479954,0.1486463,-4.414295e-20,-0.4082628
529,1.230551,-0.6509876,-0.5,0.3901128,0.1387471,1.808641e-19,-0.4197468
529,1.262811,-0.5457639,-0.5,0.3384745,0.1239228,3.352934e-19,-0.4293492
529,1.289385,-0.4387645,-0.5,0.2943801,0.1047302,1.019923e-20,-0.4371006
529,1.310164,-0.3303344,-0.5,0.2589265,0.08187978,4.247601e-19,-0.4430499
529,1.325067,-0.2208251,-0.5,0.2329802,0.05619682,1.098073e-18,-0.4472505
529,1.334033,-0.1105935,-0.5,0.2171635,0.02858597,7.856323e-19,-0.4497495
529,1.337026,1.069068e-16,-0.5,0.2118499,1.693014e-10,4.548381e-20,-0.4505787
529,1.334033,0.1105935,-0.5,0.2171635,-0.02858597,-7.007958e-19,-0.4497495
529,1.325067,0.2208251,-0.5,0.2329802,-0.05619682,-1.135311e-18,-0.4472505
529,1.310164,0.3303344,-0.5,0.2589265,-0.08187978,-9.755373e-19,-0.4430499
